target_chembl_id,chembl_id,molregno,assay_chembl_id,src_id,src_short_name,journal,pubmed_id,doi,tid,uniprotId,pref_name,organism,standard_value,standard_units,standard_relation,pchembl_value,isHighQualityProbe,isTherapeuticTarget,proteinClass,concatenated_sources
CHEMBL1825,"CHEMBL1087180,CHEMBL2205002,CHEMBL279785,CHEMBL1922178,CHEMBL1922174,CHEMBL103667,CHEMBL602899,CHEMBL63,CHEMBL1915761","4872,167995,603093,1444622,1265770,1263211,615029,1265766,23430","CHEMBL820595,CHEMBL4186498,CHEMBL817439,CHEMBL3291701",1,LITERATURE,"Bioorg Med Chem Lett,J Med Chem,Eur J Med Chem","2.4974349E7,1.2014967E7,2.9173945E7,1.4561087E7","10.1016/j.ejmech.2014.06.037,10.1021/jm0110993,10.1016/j.bmcl.2017.11.026,10.1021/jm030121k",185,P01375,TNF-alpha,Homo sapiens,"8.81,18.6,8.39,2.45,1001.0,8.53,16.8,18.0,200.0",nM,=,"7.73,7.75,8.07,6.0,8.08,7.78,6.7,8.61,8.05",false,"false,true",None,"impc,ot_genetics_portal,chembl,chemicalProbes,uniprot_literature,impc,chembl,chembl"
CHEMBL1827,"CHEMBL1737,CHEMBL1928262,CHEMBL4216635,CHEMBL498485,CHEMBL932,CHEMBL1339,CHEMBL2103849,CHEMBL498486,CHEMBL63,CHEMBL192,CHEMBL779,CHEMBL4212866,CHEMBL591501,CHEMBL189,CHEMBL4214135,CHEMBL1650676,CHEMBL1963681,CHEMBL4210847,CHEMBL1520,CHEMBL286905","380567,410802,4872,2292286,1285392,510953,597403,2288998,2291017,1269227,510955,283529,1376119,86042,421326,45747,1062609,2294786,44920,564291","CHEMBL1930855,CHEMBL4709736,CHEMBL1073645,CHEMBL4268472,CHEMBL5153400,CHEMBL1664616,CHEMBL762828,CHEMBL4194770,CHEMBL4194556,CHEMBL998833,CHEMBL822071,CHEMBL762824,CHEMBL4398716,CHEMBL768661,CHEMBL762502,CHEMBL4198913",1,LITERATURE,"Bioorg Med Chem,Bioorg Med Chem Lett,RSC Med Chem,J Med Chem,J Nat Prod,Eur J Med Chem","2.9549837E7,2.962089E7,3.1158744E7,3.6439976E7,1.2668004E7,2.210026E7,8027992.0,2.9363967E7,2.1189023E7,3.02454E7,1.0891111E7,3.2870008E7,1.1958981E7,2.0196613E7,8254606.0,1.8778098E7","10.1016/j.ejmech.2019.05.026,10.1016/j.ejmech.2018.03.005,10.1039/d2md00206j,10.1021/acs.jmedchem.0c00960,10.1021/jm9905054,10.1021/np800049y,10.1021/jm901781q,10.1021/jm100842v,10.1016/j.ejmech.2018.09.028,10.1021/jm00076a003,10.1016/s0960-894x(02)00030-6,10.1021/acs.jmedchem.7b01370,10.1016/s0960-894x(03)00159-8,10.1016/j.bmc.2011.10.022,10.1021/acs.jmedchem.8b00180,10.1021/jm00039a024",3,O76074,Phosphodiesterase 5A,Homo sapiens,"1.0,1.23,0.029,2200.0,720.0,3.0,2.2,15.0,8.25,5.0,520.0,740.0,0.7,26.0,1.2,0.2,7.0,0.5012,74.0",nM,=,"8.3,6.13,5.66,7.82,9.7,10.54,7.58,8.92,8.52,9.0,9.15,6.28,7.13,8.08,8.66,8.91,8.15,6.14,9.3",false,"false,true",Enzyme,"impc,chembl,impc,ot_genetics_portal,chembl,ot_genetics_portal,chembl,chemicalProbes,chembl"
CHEMBL1828,CHEMBL165,103658,CHEMBL4623297,1,LITERATURE,J Med Chem,3.2324396E7,10.1021/acs.jmedchem.9b02038,54,P09884,DNA polymerase alpha subunit,Homo sapiens,3300.0,nM,=,5.48,false,true,Enzyme,chembl
CHEMBL1829,"CHEMBL4283683,CHEMBL3621988,CHEMBL1801250,CHEMBL3693786,CHEMBL3622533,CHEMBL1213457,CHEMBL487253,CHEMBL483254,CHEMBL1213492,CHEMBL609583,CHEMBL3287255,CHEMBL598797,CHEMBL272980,CHEMBL1851943,CHEMBL99,CHEMBL325041,CHEMBL2105763,CHEMBL235191,CHEMBL2364628,CHEMBL408513,CHEMBL27759,CHEMBL4078477,CHEMBL343448,CHEMBL2103863,CHEMBL98","1162323,399340,1378033,11501,1757780,11305,435188,2323131,187372,499179,453911,434834,1966216,1376133,246935,2218388,685336,1965665,603809,685301,36237,1540500,592384,2027023,1192622","CHEMBL4771414,CHEMBL3598914,CHEMBL1804721,CHEMBL3772311,CHEMBL4771442,CHEMBL4401322,CHEMBL1065582,CHEMBL5097240,CHEMBL4275637,CHEMBL4684703,CHEMBL5113665,CHEMBL4357495,CHEMBL5158337,CHEMBL1216984,CHEMBL5217451,CHEMBL5132037,CHEMBL5127290,CHEMBL1068529",1,LITERATURE,"Nat Chem Biol,Bioorg Med Chem,Bioorg Med Chem Lett,J Med Chem,Eur J Med Chem","3.0735902E7,3.5119267E7,3.620887E7,1.9906529E7,2.0143778E7,3.1855601E7,3.3714914E7,2.013999E7,3.3143937E7,3.2608981E7,3.0179749E7,2.1080647E7,2.6681404E7,3.1986406E7,2.563712E7,3.4101461E7,3.489444E7","10.1016/j.ejmech.2018.08.081,10.1021/acs.jmedchem.1c00420,10.1021/acs.jmedchem.1c01585,10.1021/jm901453q,10.1016/j.ejmech.2020.112062,10.1021/jm101177s,10.1016/j.ejmech.2019.01.077,10.1021/acs.jmedchem.5b01632,10.1021/acs.jmedchem.9b01792,10.1021/acs.jmedchem.0c00830,10.1016/j.bmc.2014.12.066,10.1016/j.ejmech.2020.112844,10.1016/j.ejmech.2021.113332,10.1016/j.ejmech.2021.114039,10.1016/j.bmcl.2009.10.118,10.1038/nchembio.313,10.1016/j.bmcl.2022.129015",11208,O15379,Histone deacetylase 3,Homo sapiens,"130.0,1.1,2.3,1180.0,19.0,120.0,0.5,1.8,10.0,8.2,14.3,9.1,3.0,0.15,1.5,9.0,100.0,1.4,46.0,73.91,12.5,7.0,80.0,265.0",nM,=,"8.64,7.84,5.93,8.04,9.82,6.58,8.82,8.85,7.1,8.52,8.74,6.92,8.0,7.9,7.72,7.13,8.09,7.34,8.15,8.96,7.0,6.89,9.3,8.05","false,true","false,true",Epigenetic,"impc,chembl,impc,ot_genetics_portal,chembl,chemicalProbes,chembl"
CHEMBL1835,"CHEMBL6,CHEMBL1016,CHEMBL163,CHEMBL941,CHEMBL115,CHEMBL114,CHEMBL159,CHEMBL83,CHEMBL11662,CHEMBL460291,CHEMBL104,CHEMBL157101,CHEMBL411,CHEMBL787,CHEMBL121,CHEMBL281398","17169,255904,17170,88100,88797,860,116848,9623,453548,71516,20027,173,6968,13494,26851,47447","CHEMBL812994,CHEMBL1909116,CHEMBL820603,CHEMBL813721","15,1","DRUGMATRIX,LITERATURE","Bioorg Med Chem Lett,J Med Chem","1.0197967E7,2547071.0,1.1992782E7","10.1021/jm00128a028,10.1021/jm9707941,10.1016/s0960-894x(02)00186-5",248,P24557,Thromboxane-A synthase,Homo sapiens,"3059.4,916.0,1851.0,1525.0,198.0,2165.0,1870.0,2182.0,100.0,4.0,1694.0,14.0,24.0,3560.0,76.0,4359.0",nM,=,"7.12,5.66,7.62,5.45,6.04,6.7,5.73,7.85,5.82,5.36,5.77,5.67,8.4,5.51,7.0",false,"false,true",Enzyme,"impc,impc,chembl,impc,ot_genetics_portal,chembl,ot_genetics_portal,chembl,chembl"
CHEMBL1836,"CHEMBL597997,CHEMBL3039498,CHEMBL548","597224,14125,1592316","CHEMBL4386419,CHEMBL1072472,CHEMBL3997107",1,LITERATURE,"Bioorg Med Chem Lett,J Med Chem","2.8169162E7,2.0163116E7,3.0964292E7","10.1021/acs.jmedchem.9b00336,10.1016/j.bmcl.2017.01.067,10.1021/jm901771h",262,P35408,Prostanoid EP4 receptor,Homo sapiens,"0.02,4.786,0.56",nM,=,"9.25,8.32,10.7",false,"false,true",GPCR,"impc,chembl,chemicalProbes,chembl"
CHEMBL1839,"CHEMBL1518,CHEMBL5095218","421208,2739649","CHEMBL5130502,CHEMBL3636368",1,LITERATURE,J Med Chem,"2.6509551E7,3.6005476E7","10.1021/acs.jmedchem.5b00963,10.1021/acs.jmedchem.1c02141",40,P07202,Thyroid peroxidase,Homo sapiens,"3380.0,890.0",nM,=,"6.05,5.47",false,true,Enzyme,"impc,chembl"
CHEMBL1841,"CHEMBL1421,CHEMBL1171837,CHEMBL3115681,CHEMBL288441","1618662,361469,649637,62111","CHEMBL5096581,CHEMBL1244328,CHEMBL4721783,CHEMBL912340",1,LITERATURE,"ACS Med Chem Lett,J Med Chem,Leukemia","2.993798E7,3.3356242E7,1.7154512E7,1.9039322E7","10.1021/jm060727j,10.1021/acs.jmedchem.0c00533,10.1021/acsmedchemlett.8b00081,10.1038/leu.2008.334",11755,P06241,Tyrosine-protein kinase FYN,Homo sapiens,"11.0,1.8,0.2,0.36",nM,=,"8.74,7.96,9.7,9.44",false,true,Kinase,"impc,chembl,impc,ot_genetics_portal,chembl"
CHEMBL1844,"CHEMBL481806,CHEMBL3115681,CHEMBL1908391,CHEMBL101253,CHEMBL482968,CHEMBL1980297,CHEMBL1171837,CHEMBL1336,CHEMBL477772,CHEMBL2206278,CHEMBL1567,CHEMBL572881,CHEMBL535,CHEMBL3674570,CHEMBL4068509,CHEMBL2029988,CHEMBL1721885,CHEMBL941,CHEMBL4227505,CHEMBL5095202,CHEMBL576982,CHEMBL2180604,CHEMBL1421,CHEMBL223360,CHEMBL1230609,CHEMBL124660,CHEMBL3813873,CHEMBL491473,CHEMBL522892","573133,2007613,1441421,520121,371147,276734,568338,2299996,1342038,1445911,649637,494834,1618662,1248752,1102616,2089491,165012,361469,88797,2208420,13048,1301588,205165,489525,692959,450864,2739633,456867,474667","CHEMBL5106433,CHEMBL2213418,CHEMBL4320886,CHEMBL1274461,CHEMBL2353584,CHEMBL2033408,CHEMBL919911,CHEMBL946287,CHEMBL4315061,CHEMBL1025517,CHEMBL4013833,CHEMBL5106439,CHEMBL4839494,CHEMBL4816273,CHEMBL4728926,CHEMBL2065349,CHEMBL1908692,CHEMBL980054,CHEMBL1063702,CHEMBL3117356,CHEMBL3998356",1,LITERATURE,"ACS Med Chem Lett,Bioorg Med Chem,Bioorg Med Chem Lett,J Med Chem,Nat Biotechnol,Eur J Med Chem","2.4417566E7,2.4900421E7,1.8694641E7,3.3689933E7,3.447695E7,3.278711E7,1.8183025E7,2.2168626E7,2.2037378E7,2.7914362E7,1.9114305E7,1.8942827E7,2.0925433E7,3.1614258E7,2.3498918E7,2.8665128E7,3.596146E7,1.7343372E7,3.0807144E7,3.5961461E7,2.4900482E7","10.1021/jm2009925,10.1038/nbt.1990,10.1016/j.bmcl.2008.07.093,10.1016/j.ejmech.2016.11.052,10.1021/acs.jmedchem.1c00976,10.1021/jm401073p,10.1016/j.bmc.2013.01.074,10.1021/ml300214g,10.1021/acs.jmedchem.0c00936,10.1016/j.ejmech.2021.113298,10.1021/ml300012r,10.1016/j.bmcl.2022.128929,10.1021/jm061280h,10.1021/jm801050k,10.1038/nbt1358,10.1021/acs.jmedchem.8b01925,10.1016/j.bmcl.2008.12.044,10.1016/j.bmcl.2022.128928,10.1016/j.ejmech.2019.111710,10.1021/jm100189a,10.1021/acs.jmedchem.7b00360",12840,P07333,Macrophage colony stimulating factor receptor,Homo sapiens,"2.0,3.162,1.0,1.57,12.0,19.0,5.6,6.0,10.0,8.1,1.8,8.6,1.7,3.0,18.0,0.58,4.9,9.0,7.9,7.6,1.6,13.0,3.6,3.2",nM,=,"8.8,8.7,8.07,7.92,7.89,8.1,8.31,8.52,8.77,8.74,8.5,8.25,8.0,8.44,8.49,7.75,9.0,7.72,8.12,8.09,9.24,8.22,8.05","false,true","false,true",Kinase,"impc,eva,intogen,chembl,eva_somatic,cancer_gene_census,impc,intogen,chembl,eva_somatic,cancer_gene_census,chembl,cancer_gene_census,impc,intogen,chemicalProbes,chembl,eva_somatic,cancer_gene_census,chemicalProbes"
CHEMBL1850,"CHEMBL908,CHEMBL487182,CHEMBL54,CHEMBL47050,CHEMBL629,CHEMBL71,CHEMBL726,CHEMBL59,CHEMBL715,CHEMBL42,CHEMBL53,CHEMBL298406","36842,3859,80209,27072,442573,6216,88246,34197,3854,66843,2261,4584","CHEMBL3757885,CHEMBL4628392,CHEMBL4260830,CHEMBL3999647,CHEMBL1030599,CHEMBL4433973,CHEMBL2208719,CHEMBL1074770",1,LITERATURE,"ACS Med Chem Lett,Bioorg Med Chem Lett,J Med Chem,Medchemcomm","3.2107165E7,3.1098001E7,2.8214075E7,2.1413808E7,2.0064718E7,1.9091563E7,3.038929E7","10.1016/j.bmcl.2009.12.094,10.1016/j.bmcl.2008.09.012,10.1039/C5MD00258C,10.1016/j.bmcl.2017.01.090,10.1021/acsmedchemlett.9b00050,10.1021/jm1013693,10.1016/j.bmcl.2020.127053,10.1016/j.bmcl.2018.10.036",220,P21918,Dopamine D5 receptor,Homo sapiens,"2.0,9.0,15.0,38.0,172.0,125.0,21.0,90.0,170.0,198.0,305.0",nM,=,"6.77,6.76,8.7,7.05,7.82,6.52,6.7,7.68,6.9,7.42,8.05",false,true,GPCR,"impc,chembl,impc,ot_genetics_portal,chembl,chembl"
CHEMBL1855,"CHEMBL415606,CHEMBL4537788,CHEMBL1201199,CHEMBL1800159,CHEMBL262747,CHEMBL1251,CHEMBL460480,CHEMBL1252,CHEMBL502182,CHEMBL1200490,CHEMBL1007","237299,237139,674441,515206,2408219,112560,1161221,236376,675150,449646,237298","CHEMBL853239,CHEMBL689133,CHEMBL1008930,CHEMBL956664,CHEMBL4676232,CHEMBL3758022,CHEMBL1804376,CHEMBL709251",1,LITERATURE,"J Med Chem,Medchemcomm","1.9006286E7,1.8419112E7,1.1462984E7,3.2960053E7,2.165727E7,1.6759096E7,9784092.0","10.1021/jm9803673,10.1021/jm0003900,10.1021/jm200216q,10.1021/jm701249f,10.1021/jm8006454,10.1021/acs.jmedchem.0c01076,10.1039/C5MD00259A,10.1021/jm060240a",118,P30968,Gonadotropin-releasing hormone receptor,Homo sapiens,"0.7943,0.135,10.0,0.08,5.52,1.6,0.2884,0.9,0.6918,0.5012,0.58",nM,=,"9.87,8.8,8.0,9.16,8.26,9.24,9.1,9.54,9.05,9.3,10.1","false,true","false,true",GPCR,"impc,chembl,impc,eva,chembl,chemicalProbes,chembl,impc,eva,orphanet,chembl"
CHEMBL1859,"CHEMBL1210766,CHEMBL1684950,CHEMBL30008,CHEMBL45816,CHEMBL4217292","72035,684582,2295443,1075283,38764","CHEMBL4181720,CHEMBL1273187,CHEMBL1212315,CHEMBL1219198,CHEMBL3865190",1,LITERATURE,"Bioorg Med Chem,Bioorg Med Chem Lett,J Med Chem","2.793395E7,2.9116786E7,2.0934333E7,2.0659804E7,2.0580233E7","10.1021/acs.jmedchem.7b01236,10.1016/j.bmcl.2010.06.012,10.1016/j.bmcl.2010.09.098,10.1021/acs.jmedchem.6b01356,10.1016/j.bmc.2010.06.082",4,O95180,Voltage-gated T-type calcium channel alpha-1H subunit,Homo sapiens,"3600.0,8.2,32.0,18.0",nM,=,"5.44,7.75,8.09,7.5",false,"false,true",IC,"ot_genetics_portal,chembl,uniprot_literature,eva,orphanet,gene2phenotype,clingen,chembl,uniprot_variants,chemicalProbes,chembl"
CHEMBL1860,"CHEMBL1544,CHEMBL2338329,CHEMBL2035874,CHEMBL1624,CHEMBL633,CHEMBL557","1345403,469690,15940,27185,1528018,433015","CHEMBL814596,CHEMBL925134,CHEMBL2038198,CHEMBL5166787,CHEMBL4629620,CHEMBL939179",1,LITERATURE,"Bioorg Med Chem,J Med Chem","1.7988877E7,1.7467994E7,2.2542282E7,1.1806713E7,3.2356658E7,3.5507418E7","10.1021/acs.jmedchem.9b02150,10.1016/j.bmc.2007.10.040,10.1016/j.bmc.2012.03.056,10.1021/jm001126+,10.1016/j.bmc.2007.04.015,10.1021/acs.jmedchem.2c00144",59,P10827,Thyroid hormone receptor alpha,Homo sapiens,"650.0,19.0,32.7,0.2399,0.058,9.6",nM,=,"6.19,9.62,7.72,7.49,10.24,8.02",false,true,NR,"impc,chembl,chembl,impc,eva,ot_genetics_portal,chembl"
CHEMBL1862,"CHEMBL565609,CHEMBL601719,CHEMBL572878,CHEMBL566636,CHEMBL567068,CHEMBL1908391,CHEMBL24828,CHEMBL565801,CHEMBL570175,CHEMBL3545085,CHEMBL1980297,CHEMBL455384,CHEMBL321193,CHEMBL1171837,CHEMBL402548,CHEMBL1257423,CHEMBL454868,CHEMBL509002,CHEMBL516498,CHEMBL565587,CHEMBL288441,CHEMBL2029988,CHEMBL941,CHEMBL2316582,CHEMBL1908397,CHEMBL1738757,CHEMBL461767,CHEMBL255863,CHEMBL1289926,CHEMBL495727,CHEMBL1421,CHEMBL502835,CHEMBL1230609,CHEMBL509941,CHEMBL323405,CHEMBL491473,CHEMBL4208229,CHEMBL566834,CHEMBL1171086,CHEMBL518166","450401,183101,33576,450402,583144,183102,1926934,450403,450475,450251,450476,436277,436278,426660,1342038,522730,2286380,1248758,649637,583165,62111,583166,1248752,716337,494066,583138,649539,361469,88797,1117804,1515670,706423,1301588,692959,450478,456867,583077,602271,583099,583078","CHEMBL4383512,CHEMBL5108948,CHEMBL1908686,CHEMBL1050608,CHEMBL1908675,CHEMBL3737992,CHEMBL4200854,CHEMBL4320888,CHEMBL2024902,CHEMBL5108949,CHEMBL1908683,CHEMBL976275,CHEMBL5152003,CHEMBL4200736,CHEMBL1908688,CHEMBL1908682,CHEMBL2320769,CHEMBL5133794,CHEMBL1908679,CHEMBL4668370,CHEMBL4628023,CHEMBL1908687,CHEMBL1217379",1,LITERATURE,"Bioorg Med Chem,Bioorg Med Chem Lett,J Med Chem,Nat Biotechnol,Eur J Med Chem","2.3301703E7,2.2037378E7,1.8691885E7,3.2051094E7,1.988954E7,2.6562217E7,3.2432477E7,3.0317026E7,3.5033885E7,3.44023E7,3.5551036E7,2.0604564E7,2.2465635E7,3.0807144E7,3.0137981E7","10.1021/acs.jmedchem.0c02167,10.1038/nbt.1990,10.1016/j.bmcl.2012.03.035,10.1016/j.bmc.2020.115344,10.1021/acs.jmedchem.0c00507,10.1021/acs.jmedchem.5b01125,10.1016/j.ejmech.2022.114442,10.1021/jm901808w,10.1021/acs.jmedchem.8b01040,10.1021/jm301581y,10.1016/j.bmc.2021.116596,10.1016/j.bmcl.2008.06.042,10.1021/acs.jmedchem.8b01925,10.1016/j.ejmech.2018.10.007,10.1016/j.bmcl.2009.10.085",8,P00519,Tyrosine-protein kinase ABL,Homo sapiens,"1.63,2.1,12.0,20.0,1.57,0.029,1.8,10.0,3.0,0.15,4.9,0.3,0.75,1.2,6.8,5.3,13.0,0.2,7.32,0.016,1.0,2.3,0.5,2.8,16.7,2.6,17.0,9.0,5.0,1.4,4.0,7.6",nM,=,"9.12,8.55,7.77,7.92,8.79,8.92,8.31,8.52,8.68,7.7,8.28,8.12,8.59,10.8,9.3,8.64,8.3,8.8,9.82,7.89,8.85,9.7,7.78,8.13,10.54,8.17,9.0,8.74,8.0,9.52,8.4,8.05","false,true","false,true",Kinase,"impc,eva,intogen,chembl,eva_somatic,cancer_gene_census,chembl,cancer_gene_census,chemicalProbes,eva,chemicalProbes,chembl,eva_somatic,cancer_gene_census,eva,chembl,eva_somatic,cancer_gene_census,impc,eva,intogen,chemicalProbes,chembl,eva_somatic,cancer_gene_census"
CHEMBL1865,"CHEMBL1801250,CHEMBL1631918,CHEMBL4296717,CHEMBL1089495,CHEMBL2425962,CHEMBL487253,CHEMBL4084222,CHEMBL1213492,CHEMBL3287255,CHEMBL4077893,CHEMBL2179618,CHEMBL178,CHEMBL487533,CHEMBL118,CHEMBL2018302,CHEMBL27759,CHEMBL343448,CHEMBL3736314,CHEMBL98,CHEMBL3764525,CHEMBL473082,CHEMBL4094410,CHEMBL3774414,CHEMBL3622533,CHEMBL2425961,CHEMBL2425968,CHEMBL3655950,CHEMBL356769,CHEMBL483254,CHEMBL3621293,CHEMBL1631910,CHEMBL4244887,CHEMBL598797,CHEMBL3621287,CHEMBL4299491,CHEMBL3098695,CHEMBL4060602,CHEMBL2425960,CHEMBL4086671,CHEMBL408513,CHEMBL469275,CHEMBL4095667,CHEMBL3621292,CHEMBL2425971,CHEMBL4067006,CHEMBL3589700,CHEMBL1631914,CHEMBL1213457,CHEMBL4104572,CHEMBL2386905,CHEMBL1631917,CHEMBL479842,CHEMBL4294092,CHEMBL1879463,CHEMBL1851943,CHEMBL1789941,CHEMBL1631912,CHEMBL2105763,CHEMBL2364628,CHEMBL4283513,CHEMBL3126832,CHEMBL3589357,CHEMBL4469488,CHEMBL518957,CHEMBL4104117,CHEMBL3693786,CHEMBL2425964,CHEMBL4098975,CHEMBL480729,CHEMBL2431901,CHEMBL609583,CHEMBL564876,CHEMBL99,CHEMBL1631916,CHEMBL4244419,CHEMBL1631911,CHEMBL1631913,CHEMBL4102147,CHEMBL2425958,CHEMBL191482,CHEMBL4104052,CHEMBL4066920,CHEMBL4079799,CHEMBL2103863,CHEMBL4073888","2051320,2244483,1609466,2068585,1757780,499179,2333540,2213799,1950506,1563676,336913,1376133,2235578,2219710,685336,1964962,1540500,2309458,2337442,1581087,1220034,1440425,2200513,2322961,1054909,1950852,1581081,621496,2242058,1988805,1581083,1054903,2308990,2234321,1966216,2243963,1054905,1581077,2244028,685301,1581079,474790,2224133,592384,2376497,1964963,18694,2226582,239841,11305,435188,1054910,1581090,2206831,508152,246935,519637,603809,1054906,1623451,2027023,1192622,318173,2217804,1964957,488316,1054908,1581080,1162323,1378033,11501,1054902,2238886,2206917,1054904,453911,2334768,474724,1153572,473679,2073103,36237,1336035,564493,1583962","CHEMBL3598920,CHEMBL991291,CHEMBL3766679,CHEMBL1068535,CHEMBL1804723,CHEMBL4017140,CHEMBL1053560,CHEMBL3591313,CHEMBL3102463,CHEMBL5113657,CHEMBL4729566,CHEMBL1065586,CHEMBL976445,CHEMBL4031304,CHEMBL4357496,CHEMBL1832525,CHEMBL4347592,CHEMBL4708169,CHEMBL4268223,CHEMBL3995476,CHEMBL929249,CHEMBL4771398,CHEMBL4322379,CHEMBL4233456,CHEMBL1216987,CHEMBL4028190,CHEMBL1634308,CHEMBL4737692,CHEMBL5135589,CHEMBL4712632,CHEMBL2390790,CHEMBL1029045,CHEMBL954940,CHEMBL4324947,CHEMBL3737281,CHEMBL3626698,CHEMBL3778476,CHEMBL2433169,CHEMBL5119797,CHEMBL4813535,CHEMBL4312254,CHEMBL2427136,CHEMBL4707189,CHEMBL4221576,CHEMBL4729568",1,LITERATURE,"Nat Chem Biol,Bioorg Med Chem,Bioorg Med Chem Lett,J Med Chem,Medchemcomm,Eur J Med Chem","2.163443E7,2.8953386E7,2.9360358E7,1.9111466E7,2.107316E7,2.0143778E7,1.9906529E7,2.8038324E7,1.9084395E7,2.6705137E7,3.1855601E7,2.3964961E7,2.8581289E7,3.6073117E7,2.013999E7,3.3143937E7,2.950013E7,2.390568E7,3.1117517E7,2.1080647E7,1.8430569E7,3.1793776E7,3.357094E7,3.2615502E7,2.5993269E7,1.8494463E7,3.3356256E7,2.6443078E7,2.9954683E7,2.4345446E7,1.8642892E7,3.1415174E7,3.2608981E7,1.9359173E7,2.6585275E7,2.563712E7,3.2815366E7,2.3622981E7,3.0243158E7,3.4139324E7,3.5306288E7,3.0901208E7,2.9304284E7","10.1016/j.bmcl.2013.11.072,10.1021/acs.jmedchem.8b01597,10.1021/jm101177s,10.1021/acs.jmedchem.7b01465,10.1016/j.bmc.2018.06.016,10.1021/acs.jmedchem.0c00830,10.1016/j.ejmech.2020.112844,10.1016/j.bmc.2014.12.066,10.1016/j.ejmech.2018.09.024,10.1021/acs.jmedchem.0c01967,10.1021/acs.jmedchem.7b00678,10.1016/j.ejmech.2022.114272,10.1021/acs.jmedchem.9b00390,10.1021/jm101092u,10.1016/j.bmcl.2008.04.007,10.1016/j.bmcl.2009.10.118,10.1021/acs.jmedchem.5b01342,10.1021/acs.jmedchem.0c01763,10.1021/acs.jmedchem.6b01538,10.1038/nchembio.313,10.1016/j.bmcl.2009.03.101,10.1021/jm400385r,10.1021/jm901453q,10.1021/acs.jmedchem.2c00853,10.1016/j.bmc.2017.08.029,10.1016/j.ejmech.2016.12.039,10.1039/C4MD00203B,10.1021/acs.jmedchem.9b01792,10.1021/jm2003552,10.1016/j.bmcl.2008.11.081,10.1016/j.bmc.2015.10.045,10.1021/jm8002894,10.1021/acs.jmedchem.9b01540,10.1021/acs.jmedchem.5b01525,10.1016/j.bmcl.2013.03.108,10.1016/j.bmcl.2021.128204,10.1021/acs.jmedchem.5b00099,10.1021/jm400564j,10.1021/jm701606b,10.1016/j.bmcl.2008.12.045,10.1021/acs.jmedchem.9b00924,10.1021/acs.jmedchem.0c00567,10.1016/j.ejmech.2020.112411,10.1021/acs.jmedchem.7b01404",11307,Q9UBN7,Histone deacetylase 6,Homo sapiens,"71.0,84.9,20.0,1.8,0.14,63.0,6.0,33.0,6.6,0.13,8.44,0.795,1.6,2.9,10.8,1.9,3.98,2.0,6.1,2.8,1.7,32.0,2.6,30.0,17.0,1.97,9.0,8.0,15.6,93.0,0.291,643.0,0.7,85.0,3.8,89.3,2100.0,40.0,21.7,36.0,12.0,3.92,11.0,3.76,4.8,10.0,0.9,2.21,3.0,13.3,0.84,96.4,6.8,13.0,43.1,1600.0,10.1,16.9,66.0,35.0,1.0,5.1,9.38,60.0,34.0,16.7,29.0,9.5,6.67,15.0,8.5,61.49,41.8,3.43,4.2,72.0",nM,=,"8.55,7.02,8.7,7.52,7.81,7.21,8.02,8.42,7.97,7.47,7.5,8.71,8.72,7.38,8.8,7.07,8.41,8.32,8.46,7.48,7.14,7.78,9.0,8.0,9.15,7.88,8.03,7.66,8.4,7.4,9.05,8.05,5.68,9.89,8.07,8.21,7.77,7.05,7.44,7.92,8.1,7.82,8.29,7.96,9.1,7.46,8.38,8.52,7.18,8.18,7.7,7.2,7.22,8.59,8.66,5.8,8.22,7.89,7.03,8.54,9.85,9.54,8.17,8.77,8.74,6.19,8.43,9.08,7.15,7.54,7.37","false,true","false,true",Epigenetic,"impc,chembl,chemicalProbes,chembl"
